web-scraper-order,web-scraper-start-url,IATA,ICAO,Airline,Call sign,Country_Region,Comments
"1733246192-6210","https://en.wikipedia.org/wiki/List_of_airline_codes","","WSL","Westflight Aviation","WEST LINE","United Kingdom",""
"1733246192-6211","https://en.wikipedia.org/wiki/List_of_airline_codes","","WSA","Westgates Airlines","WESTATES","United States",""
"1733246192-6212","https://en.wikipedia.org/wiki/List_of_airline_codes","","WHE","Westland Helicopters","WESTLAND","United Kingdom",""
"1733246192-6213","https://en.wikipedia.org/wiki/List_of_airline_codes","","WTP","Westpoint Air","WESTPOINT","Canada",""
"1733246192-6214","https://en.wikipedia.org/wiki/List_of_airline_codes","CN","WWD","Westward Airways","WESTWARD","United States",""
"1733246192-6215","https://en.wikipedia.org/wiki/List_of_airline_codes","","WHT","White","WHITEJET","Portugal",""
"1733246192-6216","https://en.wikipedia.org/wiki/List_of_airline_codes","","WEA","White Eagle Aviation","WHITE EAGLE","Poland",""
"1733246192-6217","https://en.wikipedia.org/wiki/List_of_airline_codes","","WRA","White River Air Services","","Canada",""
"1733246192-6218","https://en.wikipedia.org/wiki/List_of_airline_codes","","WWL","Whyalla Airlines","","Australia",""
"1733246192-6219","https://en.wikipedia.org/wiki/List_of_airline_codes","WF","WIF","Widerøe","WIDEROE","Norway",""
"1733246192-6220","https://en.wikipedia.org/wiki/List_of_airline_codes","WC","WAA","Wien Air Alaska","WIEN","United States","Wien Consolidated Airlines from 1968-1973"
"1733246192-6221","https://en.wikipedia.org/wiki/List_of_airline_codes","","WIG","Wiggins Airways","WIGGINS AIRWAYS","United States",""
"1733246192-6222","https://en.wikipedia.org/wiki/List_of_airline_codes","","WHS","Wiking Helikopter Service","WEEKING","Germany",""
"1733246192-6223","https://en.wikipedia.org/wiki/List_of_airline_codes","","WFO","Wilbur's Flight Operations","WILBURS","United States",""
"1733246192-6224","https://en.wikipedia.org/wiki/List_of_airline_codes","","WGP","Williams Grand Prix Engineering","GRAND PRIX","United Kingdom",""
"1733246192-6225","https://en.wikipedia.org/wiki/List_of_airline_codes","","WDA","Wimbi Dira Airways","WIMBI DIRA","Democratic Republic of Congo",""
"1733246192-6226","https://en.wikipedia.org/wiki/List_of_airline_codes","","WNA","Winair","WINAIR","United States",""
"1733246192-6227","https://en.wikipedia.org/wiki/List_of_airline_codes","IV","JET","Wind Jet","GHIBLI","Italy",""
"1733246192-6228","https://en.wikipedia.org/wiki/List_of_airline_codes","","WSI","Wind Spirit Air","WIND SPIRIT","United States",""
"1733246192-6229","https://en.wikipedia.org/wiki/List_of_airline_codes","7W","QGA","Windrose Air","QUADRIGA","Germany",""
"1733246192-6230","https://en.wikipedia.org/wiki/List_of_airline_codes","","WIA","Windward Islands Airways International","WINDWARD","Netherlands",""
"1733246192-6231","https://en.wikipedia.org/wiki/List_of_airline_codes","IW","WON","Wings Air","WINGS ABADI","Indonesia","Subsidiary of Lion Air"
"1733246192-6232","https://en.wikipedia.org/wiki/List_of_airline_codes","","WAT","Wings Air Transport","","Sudan",""
"1733246192-6233","https://en.wikipedia.org/wiki/List_of_airline_codes","","WAW","Wings Airways","WING SHUTTLE","United States",""
"1733246192-6234","https://en.wikipedia.org/wiki/List_of_airline_codes","","WOL","Wings Aviation","WINGJET","Guyana",""
"1733246192-6235","https://en.wikipedia.org/wiki/List_of_airline_codes","","WEX","Wings Express","WINGS EXPRESS","United States",""
"1733246192-6236","https://en.wikipedia.org/wiki/List_of_airline_codes","","WLB","Wings of Lebanon Aviation","WING LEBANON","Lebanon",""
"1733246192-6237","https://en.wikipedia.org/wiki/List_of_airline_codes","","WIN","Winlink","WINLINK","Saint Lucia",""
"1733246192-6238","https://en.wikipedia.org/wiki/List_of_airline_codes","","WAG","Wisconsin Air National Guard","","United States",""
"1733246192-6239","https://en.wikipedia.org/wiki/List_of_airline_codes","","WSM","Wisman Aviation","WISMAN","United States",""
"1733246192-6240","https://en.wikipedia.org/wiki/List_of_airline_codes","8Z","WVL","Wizz Air Bulgaria","WIZZBUL","Bulgaria","defunct in 2011"
"1733246192-6241","https://en.wikipedia.org/wiki/List_of_airline_codes","W6","WZZ","Wizz Air","WIZZAIR","Hungary",""
"1733246192-6242","https://en.wikipedia.org/wiki/List_of_airline_codes","W4","WMT","Wizz Air Malta","WIZZ AIR MALTA","Malta",""
"1733246192-6243","https://en.wikipedia.org/wiki/List_of_airline_codes","W9","WUK","Wizz Air UK","WIZZ GO","United Kingdom",""
"1733246192-6244","https://en.wikipedia.org/wiki/List_of_airline_codes","","WNR","Wondair on Demand Aviation","WONDAIR","Spain",""
"1733246192-6245","https://en.wikipedia.org/wiki/List_of_airline_codes","","CWY","Woodgate Aviation","CAUSEWAY","United Kingdom",""
"1733246192-6246","https://en.wikipedia.org/wiki/List_of_airline_codes","WO","WOA","World Airways","WORLD","United States",""
"1733246192-6247","https://en.wikipedia.org/wiki/List_of_airline_codes","","XWW","World Weatherwatch","","Canada",""
"1733246192-6248","https://en.wikipedia.org/wiki/List_of_airline_codes","","WWM","World Wing Aviation","MANAS WING","Kyrgyzstan",""
"1733246192-6249","https://en.wikipedia.org/wiki/List_of_airline_codes","1P","","Worldspan","","United States",""
"1733246192-6250","https://en.wikipedia.org/wiki/List_of_airline_codes","UI","CSW","SW Italia","SILKITALIA","Italy",""
"1733246192-6251","https://en.wikipedia.org/wiki/List_of_airline_codes","","WWS","Worldwide Aviation Services","","Pakistan",""
"1733246192-6252","https://en.wikipedia.org/wiki/List_of_airline_codes","","WWI","Worldwide Jet Charter","WORLDWIDE","United States",""
"1733246192-6253","https://en.wikipedia.org/wiki/List_of_airline_codes","WW","WOW","WOW air","WOW air","Iceland",""
"1733246192-6254","https://en.wikipedia.org/wiki/List_of_airline_codes","","WRT","Wright Airlines","WRIGHT-AIR","United States","defunct"
"1733246192-6255","https://en.wikipedia.org/wiki/List_of_airline_codes","8V","WRF","Wright Air Service","WRIGHT FLYER","United States",""
"1733246192-6256","https://en.wikipedia.org/wiki/List_of_airline_codes","","CWU","Wuhan Airlines","WUHAN AIR","China",""
"1733246192-6257","https://en.wikipedia.org/wiki/List_of_airline_codes","","WYC","Wycombe Air Centre","WYCOMBE","United Kingdom",""
"1733246192-6258","https://en.wikipedia.org/wiki/List_of_airline_codes","","WYG","Wyoming Airlines","WYOMING","United States",""
"1733246192-6259","https://en.wikipedia.org/wiki/List_of_airline_codes","KW","WAN","Wataniya Airways","WATANIYA","Kuwait",""
"1733246192-6260","https://en.wikipedia.org/wiki/List_of_airline_codes","3W*","VNR","Wan Air","WANAIR","French Polynesia","defunct"
"1733246192-6261","https://en.wikipedia.org/wiki/List_of_airline_codes","WR","WEN","WestJet Encore","ENCORE","Canada",""
"1733246192-6262","https://en.wikipedia.org/wiki/List_of_airline_codes","","XJE","X-Jet","","Austria",""
"1733246192-6263","https://en.wikipedia.org/wiki/List_of_airline_codes","","XAB","Xabre Aerolineas","AERO XABRE","Mexico",""
"1733246192-6264","https://en.wikipedia.org/wiki/List_of_airline_codes","","XAE","Xair","AURA","Czech Republic",""
"1733246192-6265","https://en.wikipedia.org/wiki/List_of_airline_codes","","XJC","XJC Limited","EXCLUSIVE JET","United Kingdom",""
"1733246192-6266","https://en.wikipedia.org/wiki/List_of_airline_codes","","XER","Xerox Corporation","XEROX","United States",""
"1733246192-6267","https://en.wikipedia.org/wiki/List_of_airline_codes","7A","XRC","Express Air Cargo","TUNISIA CARGO","Tunisia",""
"1733246192-6268","https://en.wikipedia.org/wiki/List_of_airline_codes","MF","CXA","Xiamen Airlines","XIAMEN AIR","China",""
"1733246192-6269","https://en.wikipedia.org/wiki/List_of_airline_codes","","CXJ","Xinjiang Airlines","XINJIANG","China",""
"1733246192-6270","https://en.wikipedia.org/wiki/List_of_airline_codes","","XJT","Xjet Limited","XRAY","United Kingdom",""
"1733246192-6271","https://en.wikipedia.org/wiki/List_of_airline_codes","SE","SEU","XL Airways France","STARWAY","France",""
"1733246192-6272","https://en.wikipedia.org/wiki/List_of_airline_codes","","GXL","XL Airways Germany","STARDUST","Germany",""
"1733246192-6273","https://en.wikipedia.org/wiki/List_of_airline_codes","","XOJ","XOJet","EXOJET","United States",""
"1733246192-6274","https://en.wikipedia.org/wiki/List_of_airline_codes","","XPS","XP International","XP PARCEL","Netherlands",""
"1733246192-6275","https://en.wikipedia.org/wiki/List_of_airline_codes","","","Xpedite","BIGSPLASH","United Kingdom",""
"1733246192-6276","https://en.wikipedia.org/wiki/List_of_airline_codes","XN","XAR","XpressAir","XPRESS","Indonesia","Renamed from Travel Express  Aviation Services in 2012"
"1733246192-6277","https://en.wikipedia.org/wiki/List_of_airline_codes","","RAG","Xstrata Nickel (Raglan Mine)","RAGLAN","Canada",""
"1733246192-6278","https://en.wikipedia.org/wiki/List_of_airline_codes","","DGA","Yellow River Delta General Aviation","YELLOW RIVER","China",""
"1733246192-6279","https://en.wikipedia.org/wiki/List_of_airline_codes","","YRG","Yak Air","YAKAIR GEORGIA","Georgia",""
"1733246192-6280","https://en.wikipedia.org/wiki/List_of_airline_codes","","AKY","Yak-Service","YAK-SERVICE","Russia",""
"1733246192-6281","https://en.wikipedia.org/wiki/List_of_airline_codes","","YAK","Yakolev","YAK AVIA","Russia","Yak Design Bureau"
"1733246192-6282","https://en.wikipedia.org/wiki/List_of_airline_codes","YL","LLM","Yamal Airlines","YAMAL","Russia",""
"1733246192-6283","https://en.wikipedia.org/wiki/List_of_airline_codes","R3","SYL","Yakutia Airlines","AIR YAKUTIA","Russia",""
"1733246192-6284","https://en.wikipedia.org/wiki/List_of_airline_codes","","CYG","Yana Airlines","VICAIR","Cambodia",""
"1733246192-6285","https://en.wikipedia.org/wiki/List_of_airline_codes","","AYG","Yangon Airways","AIR YANGON","Burma",""
"1733246192-6286","https://en.wikipedia.org/wiki/List_of_airline_codes","Y8","YZR","Suparna Airlines","YANGTZE RIVER","China","Former name: Yangtze River Express"
"1733246192-6287","https://en.wikipedia.org/wiki/List_of_airline_codes","","LYH","Yankee Lima Helicopteres","HELIGUYANE","France",""
"1733246192-6288","https://en.wikipedia.org/wiki/List_of_airline_codes","","MHD","Yas Air Kish","YAS AIR","Iran",""
"1733246192-6289","https://en.wikipedia.org/wiki/List_of_airline_codes","Y0","EMJ","Yellow Air Taxi/Friendship Airways","","United States",""
"1733246192-6290","https://en.wikipedia.org/wiki/List_of_airline_codes","","ELW","Yellow Wings Air Services","YELLOW WINGS","Kenya",""
"1733246192-6291","https://en.wikipedia.org/wiki/List_of_airline_codes","IY","IYE","Yemenia","YEMENI","Yemen",""
"1733246192-6292","https://en.wikipedia.org/wiki/List_of_airline_codes","","ERV","Yerevan-Avia","YEREVAN-AVIA","Armenia",""
"1733246192-6293","https://en.wikipedia.org/wiki/List_of_airline_codes","YT","NYT","Yeti Airlines","YETI AIRLINES","Nepal","Domestic"
"1733246192-6294","https://en.wikipedia.org/wiki/List_of_airline_codes","","YFS","Young Flying Service","YOUNG AIR","United States",""
"1733246192-6295","https://en.wikipedia.org/wiki/List_of_airline_codes","","AYU","Yuhi Air Lines","","Japan",""
"1733246192-6296","https://en.wikipedia.org/wiki/List_of_airline_codes","","AYE","Yunnan Yingan Airlines","AIR YING AN","China",""
"1733246192-6297","https://en.wikipedia.org/wiki/List_of_airline_codes","4Y","TUD","Yute Air Alaska","TUNDRA","United States","defunct 2017"
"1733246192-6298","https://en.wikipedia.org/wiki/List_of_airline_codes","","UGN","Yuzhnaya Aircompany","PLUTON","Kazakhstan",""
"1733246192-6299","https://en.wikipedia.org/wiki/List_of_airline_codes","2N","UMK","Yuzhmashavia","YUZMASH","Ukraine",""
"1733246192-6300","https://en.wikipedia.org/wiki/List_of_airline_codes","","BZE","Zenith Aviation","ZENSTAR","United Kingdom","2014[65]"
"1733246192-6301","https://en.wikipedia.org/wiki/List_of_airline_codes","","AZB","Zaab Air","ZAAB AIR","Ghana",""
"1733246192-6302","https://en.wikipedia.org/wiki/List_of_airline_codes","","AZJ","Zas Air","","Egypt",""
"1733246192-6303","https://en.wikipedia.org/wiki/List_of_airline_codes","","AZR","Zenith Air","ZENAIR","South Africa",""
"1733246192-6304","https://en.wikipedia.org/wiki/List_of_airline_codes","","CDC","Zhejiang Loong Airlines","HUALONG","China",""
"1733246192-6305","https://en.wikipedia.org/wiki/List_of_airline_codes","","CIT","Zanesville Aviation","ZANE","United States",""
"1733246192-6306","https://en.wikipedia.org/wiki/List_of_airline_codes","","EMR","Zenmour Airlines","ZENMOUR","Mauritania",""
"1733246192-6307","https://en.wikipedia.org/wiki/List_of_airline_codes","","EZD","Zest Airways","ZEST AIRWAYS","Philippines",""
"1733246192-6308","https://en.wikipedia.org/wiki/List_of_airline_codes","","GZQ","Zagros Air","ZAGROS","Iraq",""
"1733246192-6309","https://en.wikipedia.org/wiki/List_of_airline_codes","C4","IMX","Zimex Aviation","ZIMEX","Switzerland",""
"1733246192-6310","https://en.wikipedia.org/wiki/List_of_airline_codes","","IZG","Zagros Airlines","ZAGROS","Iran",""
"1733246192-6311","https://en.wikipedia.org/wiki/List_of_airline_codes","","JTU","Zhetysu","ZHETYSU","Kazakhstan",""
"1733246192-6312","https://en.wikipedia.org/wiki/List_of_airline_codes","","KVZ","Z-Aero Airlines","","Ukraine",""
"1733246192-6313","https://en.wikipedia.org/wiki/List_of_airline_codes","","KZH","Zhez Air","","Kazakhstan",""
"1733246192-6314","https://en.wikipedia.org/wiki/List_of_airline_codes","","MBG","Zephyr Aviation","CHALGROVE","United Kingdom",""
"1733246192-6315","https://en.wikipedia.org/wiki/List_of_airline_codes","","MLU","Zracno Pristaniste Mali Losinj","MALI LOSINJ","Croatia",""
"1733246192-6316","https://en.wikipedia.org/wiki/List_of_airline_codes","","MZE","Zenith Aviation (Malta)","","Malta",""
"1733246192-6317","https://en.wikipedia.org/wiki/List_of_airline_codes","","ORZ","Zorex","ZOREX","Spain",""
"1733246192-6318","https://en.wikipedia.org/wiki/List_of_airline_codes","","PZY","Zapolyarye Airline Company","ZAPOLYARYE","Russia",""
"1733246192-6319","https://en.wikipedia.org/wiki/List_of_airline_codes","","RZR","Zephyr Express","RECOVERY","United States",""
"1733246192-6320","https://en.wikipedia.org/wiki/List_of_airline_codes","","RZU","Zhersu Avia","ZHERSU AVIA","Kazakhstan",""
"1733246192-6321","https://en.wikipedia.org/wiki/List_of_airline_codes","","SYZ","Zil Air","ZIL AIR","Seychelles",""
"1733246192-6322","https://en.wikipedia.org/wiki/List_of_airline_codes","","TAN","Zanair","ZANAIR","Tanzania",""
"1733246192-6323","https://en.wikipedia.org/wiki/List_of_airline_codes","","ZAI","Zaire Aero Service","ZASAIR","Democratic Republic of Congo",""
"1733246192-6324","https://en.wikipedia.org/wiki/List_of_airline_codes","","ZAK","Zambia Skyways","ZAMBIA SKIES","Zambia",""
"1733246192-6325","https://en.wikipedia.org/wiki/List_of_airline_codes","","ZAR","Zairean Airlines","ZAIREAN","Domocratic Republic of Congo",""
"1733246192-6326","https://en.wikipedia.org/wiki/List_of_airline_codes","","ZAV","Zetavia","ZETAVIA","Ukraine",""
"1733246192-6327","https://en.wikipedia.org/wiki/List_of_airline_codes","","ZAW","Zoom Airways","ZED AIR","Bangladesh",""
"1733246192-6328","https://en.wikipedia.org/wiki/List_of_airline_codes","","ZMA","Zambezi Airlines","ZAMBEZI WINGS","Zambia",""
"1733246192-6329","https://en.wikipedia.org/wiki/List_of_airline_codes","","RZV","Z-Avia","ZEDAVIA","Armenia","ICAO Code and callsign no longer allocated"
"1733246192-6330","https://en.wikipedia.org/wiki/List_of_airline_codes","Q3","MBN","Zambian Airways","ZAMBIANA","Zambia",""
"1733246192-6331","https://en.wikipedia.org/wiki/List_of_airline_codes","","ZAN","Zantop International Airlines","ZANTOP","United States","ICAO Code and callsign no longer allocated"
"1733246192-6332","https://en.wikipedia.org/wiki/List_of_airline_codes","","ZAS","ZAS Airlines of Egypt","ZAS AIRLINES","Egypt","ICAO Code and callsign no longer allocated"
"1733246192-6333","https://en.wikipedia.org/wiki/List_of_airline_codes","","CJG","Zhejiang Airlines","ZHEJIANG","China","ICAO Code and callsign no longer allocated"
"1733246192-6334","https://en.wikipedia.org/wiki/List_of_airline_codes","","CFZ","Zhongfei General Aviation","ZHONGFEI","China",""
"1733246192-6335","https://en.wikipedia.org/wiki/List_of_airline_codes","","CYN","Zhongyuan Aviation","ZHONGYUAN","China","ICAO Code and callsign no longer allocated"
"1733246192-6336","https://en.wikipedia.org/wiki/List_of_airline_codes","3J","WZP","Zip","ZIPPER","Canada","ICAO Code and callsign no longer allocated"
"1733246192-6337","https://en.wikipedia.org/wiki/List_of_airline_codes","ZG","TZP","Zipair Tokyo","ZIPPY","Japan","Subsidiary of Japan Airlines"
"1733246192-6338","https://en.wikipedia.org/wiki/List_of_airline_codes","Z4","OOM","Zoom Airlines","ZOOM","Canada","defunct, ICAO Code and callsign no longer allocated"
"1733246192-6339","https://en.wikipedia.org/wiki/List_of_airline_codes","","ORZ","Zorex","ZOREX","Spain","List of airline codes (1)


* on IATA code indicates a controlled duplicate.
italics indicates a defunct airline.

See also[edit]
International Air Transport Association airport code
International Civil Aviation Organization
IATA has divided the world into 3 areas. These are also known as Traffic conference areas (TC-1 / TC-2 / TC-3)
External links[edit]
International Civil Aviation Organization (official site)
Designators for Aircraft Operating Agencies, Aeronautical Authorities and Services (Doc8585) Publications Purchasing (official site)
ICAO Aviation Data Service (official site)
Airline Designator / Code Database Search Archived 2005-10-01 at the Wayback Machine (from The Airline Codes Web Site)
Airline Designator / Code Database Search (from Aviation Codes Central Web Site - Regular Updates)
Airline Designator / Code Listing (from FAA Web Site)
European Airline Designator / Code Database Search (Eurocontrol Web Site)"
